Line#,Date,"Solar Radiation (S-LIB 21661173:21515235-1), W/m^2, ideaslab","Temperature (S-THC 21661173:21555952-1), *C, ideaslab","RH (S-THC 21661173:21555952-2), %, ideaslab","Dew Point (S-THC 21661173:21555952-3), *C, ideaslab","Wind Speed (S-WCG 21661173:21556122-1), m/s, ideaslab","Gust Speed (S-WCG 21661173:21556122-2), m/s, ideaslab","Wind Direction (S-WCG 21661173:21556122-3), *, ideaslab","Rain (S-RGB 21661173:21560962-1), mm, ideaslab","Solar Radiation (S-LIB 21535782:21515235-1), W/m^2, ideaslab(Aug23)","Temperature (S-THC 21535782:21555952-1), *C, ideaslab(Aug23)","RH (S-THC 21535782:21555952-2), %, ideaslab(Aug23)","Dew Point (S-THC 21535782:21555952-3), *C, ideaslab(Aug23)","Wind Speed (S-WCG 21535782:21556122-1), m/s, ideaslab(Aug23)","Gust Speed (S-WCG 21535782:21556122-2), m/s, ideaslab(Aug23)","Wind Direction (S-WCG 21535782:21556122-3), *, ideaslab(Aug23)","Rain (S-RGB 21535782:21560962-1), mm, ideaslab(Aug23)","Temperature (S-THC 21535782:21654097-1), *C, ideaslab(test)","RH (S-THC 21535782:21654097-2), %, ideaslab(test)","Dew Point (S-THC 21535782:21654097-3), *C, ideaslab(test)","Dew Point (S-THC 21661173:21397574-3), *C, ideaslab","Temperature (S-THC 21661173:21397574-1), *C, ideaslab","RH (S-THC 21661173:21397574-2), %, ideaslab"
237,07/11/23 04:15:00,134,25.601,87.259,23.355,1.0,3.0,189,0.0,,,,,,,,,,,,,,
238,07/11/23 04:20:00,94,25.601,86.638,23.236,1.0,3.3,179,0.0,,,,,,,,,,,,,,
239,07/11/23 04:25:00,73,25.387,87.013,23.097,2.0,4.7,199,0.0,,,,,,,,,,,,,,
240,07/11/23 04:30:00,72,25.451,88.171,23.379,1.0,3.0,203,0.0,,,,,,,,,,,,,,
241,07/11/23 04:35:00,63,25.408,88.730,23.442,1.3,3.3,197,0.0,,,,,,,,,,,,,,
242,07/11/23 04:40:00,61,25.344,88.655,23.364,1.7,4.7,201,0.0,,,,,,,,,,,,,,
243,07/11/23 04:45:00,49,25.194,88.739,23.232,1.7,3.7,203,0.0,,,,,,,,,,,,,,
244,07/11/23 04:50:00,46,25.065,88.775,23.112,2.0,5.7,197,0.0,,,,,,,,,,,,,,
245,07/11/23 04:55:00,42,25.022,89.100,23.130,1.7,4.0,201,0.2,,,,,,,,,,,,,,
246,07/11/23 05:00:00,41,25.022,89.236,23.155,1.0,3.0,203,0.0,,,,,,,,,,,,,,
247,07/11/23 05:05:00,46,25.022,89.694,23.240,0.7,2.3,210,0.0,,,,,,,,,,,,,,
248,07/11/23 05:10:00,49,25.000,89.531,23.189,1.0,2.3,193,0.0,,,,,,,,,,,,,,
249,07/11/23 05:15:00,53,25.043,89.485,23.223,1.3,3.3,189,0.0,,,,,,,,,,,,,,
250,07/11/23 05:20:00,49,25.086,89.401,23.250,1.0,2.3,214,0.0,,,,,,,,,,,,,,
251,07/11/23 05:25:00,52,25.172,89.952,23.436,0.7,2.0,204,0.0,,,,,,,,,,,,,,
252,07/11/23 05:30:00,44,25.215,89.471,23.390,1.3,2.3,172,0.0,,,,,,,,,,,,,,
253,07/11/23 05:35:00,38,25.322,89.613,23.522,1.3,3.0,168,0.0,,,,,,,,,,,,,,
254,07/11/23 05:40:00,34,25.322,90.163,23.624,1.3,2.7,180,0.0,,,,,,,,,,,,,,
255,07/11/23 05:45:00,32,25.387,90.927,23.828,1.0,2.3,182,0.0,,,,,,,,,,,,,,
256,07/11/23 05:50:00,32,25.365,91.504,23.912,1.0,2.7,175,0.2,,,,,,,,,,,,,,
257,07/11/23 05:55:00,33,25.387,91.713,23.971,1.0,1.7,169,0.0,,,,,,,,,,,,,,
258,07/11/23 06:00:00,27,25.429,92.139,24.091,0.3,1.0,151,0.0,,,,,,,,,,,,,,
259,07/11/23 06:05:00,24,25.451,92.660,24.207,1.0,2.0,132,0.2,,,,,,,,,,,,,,
260,07/11/23 06:10:00,29,25.365,92.959,24.175,1.3,4.0,156,0.0,,,,,,,,,,,,,,
261,07/11/23 06:15:00,33,25.236,92.505,23.966,2.0,4.7,160,0.2,,,,,,,,,,,,,,
262,07/11/23 06:20:00,39,25.172,92.804,23.956,2.0,4.3,175,0.0,,,,,,,,,,,,,,
263,07/11/23 06:25:00,37,25.129,92.720,23.898,1.7,4.7,163,0.4,,,,,,,,,,,,,,
264,07/11/23 06:30:00,33,25.086,93.086,23.921,2.0,3.7,165,0.0,,,,,,,,,,,,,,
265,07/11/23 06:35:00,36,25.065,93.495,23.973,1.7,4.0,160,0.2,,,,,,,,,,,,,,
266,07/11/23 06:40:00,38,25.129,93.860,24.102,1.0,2.0,137,0.2,,,,,,,,,,,,,,
267,07/11/23 06:45:00,46,25.065,93.805,24.028,1.3,3.0,134,0.0,,,,,,,,,,,,,,
268,07/11/23 06:50:00,57,25.043,93.617,23.974,1.7,3.3,156,0.2,,,,,,,,,,,,,,
269,07/11/23 06:55:00,64,25.065,94.044,24.071,1.7,3.3,155,0.2,,,,,,,,,,,,,,
270,07/11/23 07:00:00,66,25.086,94.006,24.085,1.7,4.0,145,0.2,,,,,,,,,,,,,,
271,07/11/23 07:05:00,72,25.086,93.797,24.048,1.7,4.3,141,0.2,,,,,,,,,,,,,,
272,07/11/23 07:10:00,69,25.022,92.309,23.718,1.7,4.3,145,0.2,,,,,,,,,,,,,,
273,07/11/23 07:15:00,76,25.000,92.248,23.686,1.7,4.3,155,0.2,,,,,,,,,,,,,,
274,07/11/23 07:20:00,86,25.022,92.596,23.770,1.7,4.0,142,0.0,,,,,,,,,,,,,,
275,07/11/23 07:25:00,84,25.065,92.157,23.733,1.3,3.7,134,0.2,,,,,,,,,,,,,,
276,07/11/23 07:30:00,84,25.108,92.030,23.753,1.0,2.7,148,0.2,,,,,,,,,,,,,,
277,07/11/23 07:35:00,82,25.022,92.134,23.686,1.7,2.7,168,0.0,,,,,,,,,,,,,,
278,07/11/23 07:40:00,74,25.108,92.470,23.832,1.3,2.7,168,0.0,,,,,,,,,,,,,,
279,07/11/23 07:45:00,76,25.129,92.372,23.836,1.3,3.3,170,0.0,,,,,,,,,,,,,,
280,07/11/23 07:50:00,71,25.172,92.473,23.896,1.0,2.7,145,0.2,,,,,,,,,,,,,,
281,07/11/23 07:55:00,59,25.194,92.665,23.952,1.0,2.3,141,0.0,,,,,,,,,,,,,,
282,07/11/23 08:00:00,68,25.172,92.726,23.942,1.3,4.0,151,0.0,,,,,,,,,,,,,,
283,07/11/23 08:05:00,61,25.151,92.218,23.829,1.3,3.7,135,0.0,,,,,,,,,,,,,,
284,07/11/23 08:10:00,71,25.215,92.593,23.960,1.7,3.0,135,0.0,,,,,,,,,,,,,,
285,07/11/23 08:15:00,63,25.194,92.726,23.963,1.3,3.0,134,0.0,,,,,,,,,,,,,,
286,07/11/23 08:20:00,79,25.236,93.008,24.056,1.0,2.3,128,0.0,,,,,,,,,,,,,,
287,07/11/23 08:25:00,88,25.172,91.994,23.810,2.0,3.7,128,0.0,,,,,,,,,,,,,,
288,07/11/23 08:30:00,102,25.236,92.374,23.942,1.7,3.0,122,0.0,,,,,,,,,,,,,,
289,07/11/23 08:35:00,112,25.215,91.690,23.797,2.0,4.3,132,0.2,,,,,,,,,,,,,,
290,07/11/23 08:40:00,119,25.194,91.115,23.671,2.0,4.0,134,0.0,,,,,,,,,,,,,,
291,07/11/23 08:45:00,124,25.215,91.568,23.775,2.0,3.7,121,0.0,,,,,,,,,,,,,,
292,07/11/23 08:50:00,128,25.258,91.676,23.837,1.3,3.0,142,0.0,,,,,,,,,,,,,,
293,07/11/23 08:55:00,133,25.279,92.029,23.922,1.3,3.0,130,0.0,,,,,,,,,,,,,,
294,07/11/23 09:00:00,133,25.344,92.236,24.024,1.7,3.0,121,0.0,,,,,,,,,,,,,,
295,07/11/23 09:05:00,128,25.344,91.586,23.906,1.7,3.0,134,0.0,,,,,,,,,,,,,,
296,07/11/23 09:10:00,122,25.451,91.852,24.060,1.0,2.3,122,0.0,,,,,,,,,,,,,,
297,07/11/23 09:15:00,113,25.537,92.010,24.174,1.0,1.7,155,0.0,,,,,,,,,,,,,,
298,07/11/23 09:20:00,107,25.451,92.012,24.089,1.7,3.0,125,0.0,,,,,,,,,,,,,,
299,07/11/23 09:25:00,101,25.537,91.246,24.035,0.7,3.0,132,0.0,,,,,,,,,,,,,,
300,07/11/23 09:30:00,97,25.494,90.867,23.923,1.3,2.7,124,0.0,,,,,,,,,,,,,,
301,07/11/23 09:35:00,79,25.472,90.381,23.812,1.3,3.3,121,0.0,,,,,,,,,,,,,,
302,07/11/23 09:40:00,78,25.558,91.257,24.058,1.0,2.3,128,0.0,,,,,,,,,,,,,,
303,07/11/23 09:45:00,72,25.622,91.003,24.075,0.3,1.3,121,0.0,,,,,,,,,,,,,,
304,07/11/23 09:50:00,66,25.558,90.436,23.907,0.7,1.7,124,0.0,,,,,,,,,,,,,,
305,07/11/23 09:55:00,59,25.558,90.665,23.949,1.0,2.7,127,0.0,,,,,,,,,,,,,,
306,07/11/23 10:00:00,53,25.537,90.625,23.921,0.7,1.7,145,0.0,,,,,,,,,,,,,,
307,07/11/23 10:05:00,48,25.558,90.903,23.993,0.7,1.3,135,0.0,,,,,,,,,,,,,,
308,07/11/23 10:10:00,43,25.537,90.518,23.901,1.0,2.3,121,0.0,,,,,,,,,,,,,,
309,07/11/23 10:15:00,41,25.558,89.703,23.772,1.0,2.0,132,0.0,,,,,,,,,,,,,,
310,07/11/23 10:20:00,37,25.665,90.660,24.055,0.7,1.7,121,0.0,,,,,,,,,,,,,,
311,07/11/23 10:25:00,33,25.622,90.097,23.908,0.7,1.7,131,0.0,,,,,,,,,,,,,,
312,07/11/23 10:30:00,29,25.665,89.969,23.927,0.7,1.0,170,0.0,,,,,,,,,,,,,,
313,07/11/23 10:35:00,26,25.580,89.731,23.798,0.7,1.3,175,0.0,,,,,,,,,,,,,,
314,07/11/23 10:40:00,19,25.580,89.595,23.773,0.7,1.7,206,0.0,,,,,,,,,,,,,,
315,07/11/23 10:45:00,16,25.580,90.248,23.894,0.3,1.3,217,0.0,,,,,,,,,,,,,,
316,07/11/23 10:50:00,12,25.580,90.176,23.880,0.3,1.3,210,0.0,,,,,,,,,,,,,,
317,07/11/23 10:55:00,8,25.601,90.285,23.922,0.7,1.3,180,0.0,,,,,,,,,,,,,,
318,07/11/23 11:00:00,6,25.558,90.330,23.888,0.0,0.7,197,0.0,,,,,,,,,,,,,,
319,07/11/23 11:05:00,3,25.537,91.014,23.992,0.0,0.7,234,0.0,,,,,,,,,,,,,,
320,07/11/23 11:10:00,2,25.494,91.142,23.973,0.0,0.7,222,0.0,,,,,,,,,,,,,,
321,07/11/23 11:15:00,1,25.515,91.527,24.065,0.3,0.7,201,0.0,,,,,,,,,,,,,,
322,07/11/23 11:20:00,1,25.537,91.225,24.031,0.3,1.0,34,0.0,,,,,,,,,,,,,,
323,07/11/23 11:25:00,1,25.537,91.449,24.072,0.3,0.7,201,0.0,,,,,,,,,,,,,,
324,07/11/23 11:30:00,1,25.558,91.458,24.095,0.3,1.0,160,0.0,,,,,,,,,,,,,,
325,07/11/23 11:35:00,1,25.537,91.228,24.031,0.3,0.7,179,0.0,,,,,,,,,,,,,,
326,07/11/23 11:40:00,1,25.537,91.232,24.032,0.0,0.7,179,0.0,,,,,,,,,,,,,,
327,07/11/23 11:45:00,1,25.472,91.154,23.954,0.3,0.7,311,0.0,,,,,,,,,,,,,,
328,07/11/23 11:50:00,1,25.451,91.380,23.974,0.0,0.7,338,0.0,,,,,,,,,,,,,,
329,07/11/23 11:55:00,1,25.494,91.113,23.968,0.3,0.7,317,0.0,,,,,,,,,,,,,,
330,07/11/23 12:00:00,1,25.515,90.556,23.887,0.0,0.7,272,0.0,,,,,,,,,,,,,,
331,07/11/23 12:05:00,1,25.515,90.806,23.933,0.0,0.3,331,0.0,,,,,,,,,,,,,,
332,07/11/23 12:10:00,1,25.472,91.168,23.957,0.3,0.7,300,0.0,,,,,,,,,,,,,,
333,07/11/23 12:15:00,1,25.429,91.678,24.007,0.0,0.3,189,0.0,,,,,,,,,,,,,,
334,07/11/23 12:20:00,1,25.537,91.490,24.079,0.3,0.7,249,0.0,,,,,,,,,,,,,,
335,07/11/23 12:25:00,1,25.472,91.641,24.043,0.3,1.0,334,0.0,,,,,,,,,,,,,,
336,07/11/23 12:30:00,1,25.494,91.727,24.080,0.3,1.0,338,0.0,,,,,,,,,,,,,,
337,07/11/23 12:35:00,1,25.537,91.815,24.139,0.3,1.3,320,0.0,,,,,,,,,,,,,,
338,07/11/23 12:40:00,1,25.665,91.109,24.137,0.7,1.3,298,0.0,,,,,,,,,,,,,,
339,07/11/23 12:45:00,1,25.580,91.545,24.132,0.3,1.3,318,0.0,,,,,,,,,,,,,,
340,07/11/23 12:50:00,1,25.580,91.664,24.154,0.3,1.3,275,0.0,,,,,,,,,,,,,,
341,07/11/23 12:55:00,1,25.580,92.129,24.238,0.3,1.7,307,0.0,,,,,,,,,,,,,,
342,07/11/23 13:00:00,1,25.515,92.424,24.228,0.3,0.7,318,0.0,,,,,,,,,,,,,,
343,07/11/23 13:05:00,1,25.472,92.500,24.199,0.3,1.0,15,0.0,,,,,,,,,,,,,,
344,07/11/23 13:10:00,1,25.472,92.688,24.233,0.3,1.3,199,0.0,,,,,,,,,,,,,,
345,07/11/23 13:15:00,1,25.365,93.297,24.236,0.3,1.7,359,0.0,,,,,,,,,,,,,,
346,07/11/23 13:20:00,1,25.344,93.480,24.247,0.3,0.7,115,0.0,,,,,,,,,,,,,,
347,07/11/23 13:25:00,1,25.344,93.477,24.247,0.3,1.0,127,0.0,,,,,,,,,,,,,,
348,07/11/23 13:30:00,1,25.322,93.486,24.227,0.3,1.3,308,0.0,,,,,,,,,,,,,,
349,07/11/23 13:35:00,1,25.344,93.129,24.184,1.0,2.3,318,0.0,,,,,,,,,,,,,,
350,07/11/23 13:40:00,1,25.408,92.747,24.180,0.7,1.7,322,0.0,,,,,,,,,,,,,,
351,07/11/23 13:45:00,1,25.387,92.213,24.062,0.7,1.7,325,0.0,,,,,,,,,,,,,,
352,07/11/23 13:50:00,1,25.429,92.038,24.073,1.0,2.3,321,0.0,,,,,,,,,,,,,,
353,07/11/23 13:55:00,1,25.451,92.074,24.101,0.7,1.7,321,0.0,,,,,,,,,,,,,,
354,07/11/23 14:00:00,1,25.429,92.212,24.104,0.3,1.3,259,0.0,,,,,,,,,,,,,,
355,07/11/23 14:05:00,1,25.451,92.328,24.146,0.3,1.0,321,0.0,,,,,,,,,,,,,,
356,07/11/23 14:10:00,1,25.387,92.589,24.130,0.3,1.0,153,0.0,,,,,,,,,,,,,,
357,07/11/23 14:15:00,1,25.387,92.546,24.122,0.3,1.3,189,0.0,,,,,,,,,,,,,,
358,07/11/23 14:20:00,1,25.365,92.680,24.125,0.3,1.3,66,0.0,,,,,,,,,,,,,,
359,07/11/23 14:25:00,1,25.365,92.908,24.166,0.3,1.0,69,0.0,,,,,,,,,,,,,,
360,07/11/23 14:30:00,1,25.322,92.844,24.112,0.3,1.7,359,0.0,,,,,,,,,,,,,,
361,07/11/23 14:35:00,1,25.365,92.779,24.143,0.3,1.3,246,0.0,,,,,,,,,,,,,,
362,07/11/23 14:40:00,1,25.344,92.528,24.076,0.3,0.7,222,0.0,,,,,,,,,,,,,,
363,07/11/23 14:45:00,1,25.429,92.648,24.183,0.3,1.0,196,0.0,,,,,,,,,,,,,,
364,07/11/23 14:50:00,1,25.472,92.386,24.178,0.7,1.0,189,0.0,,,,,,,,,,,,,,
365,07/11/23 14:55:00,1,25.515,92.300,24.205,0.7,1.3,208,0.0,,,,,,,,,,,,,,
366,07/11/23 15:00:00,1,25.515,92.349,24.214,0.7,1.3,213,0.0,,,,,,,,,,,,,,
367,07/11/23 15:05:00,1,25.515,92.349,24.214,0.3,1.0,180,0.0,,,,,,,,,,,,,,
368,07/11/23 15:10:00,1,25.515,92.432,24.229,0.3,1.3,220,0.0,,,,,,,,,,,,,,
369,07/11/23 15:15:00,1,25.494,92.680,24.253,0.3,1.0,194,0.0,,,,,,,,,,,,,,
370,07/11/23 15:20:00,1,25.451,92.731,24.219,0.7,1.7,214,0.0,,,,,,,,,,,,,,
371,07/11/23 15:25:00,1,25.451,93.040,24.275,0.7,1.7,197,0.0,,,,,,,,,,,,,,
372,07/11/23 15:30:00,1,25.429,93.111,24.266,0.7,1.7,224,0.0,,,,,,,,,,,,,,
373,07/11/23 15:35:00,1,25.429,93.155,24.274,1.0,2.0,225,0.0,,,,,,,,,,,,,,
374,07/11/23 15:40:00,1,25.408,93.196,24.260,1.0,2.0,215,0.0,,,,,,,,,,,,,,
375,07/11/23 15:45:00,1,25.387,93.260,24.251,0.7,1.7,203,0.0,,,,,,,,,,,,,,
376,07/11/23 15:50:00,1,25.365,93.394,24.253,0.3,0.7,151,0.0,,,,,,,,,,,,,,
377,07/11/23 15:55:00,1,25.387,93.031,24.209,0.7,1.7,215,0.0,,,,,,,,,,,,,,
378,07/11/23 16:00:00,1,25.451,92.944,24.258,0.7,1.3,237,0.0,,,,,,,,,,,,,,
379,07/11/23 16:05:00,1,25.429,92.876,24.224,0.7,1.0,256,0.0,,,,,,,,,,,,,,
380,07/11/23 16:10:00,1,25.387,93.156,24.232,0.3,0.7,23,0.0,,,,,,,,,,,,,,
381,07/11/23 16:15:00,1,25.301,93.614,24.229,0.0,0.7,46,0.0,,,,,,,,,,,,,,
382,07/11/23 16:20:00,1,25.279,93.924,24.263,0.0,2.0,146,0.0,,,,,,,,,,,,,,
383,07/11/23 16:25:00,1,25.215,94.131,24.236,0.0,0.3,231,0.0,,,,,,,,,,,,,,
384,07/11/23 16:30:00,1,25.215,94.383,24.280,0.3,0.7,321,0.0,,,,,,,,,,,,,,
385,07/11/23 16:35:00,1,25.194,94.263,24.238,0.0,0.7,59,0.0,,,,,,,,,,,,,,
386,07/11/23 16:40:00,1,25.215,94.368,24.277,0.0,0.3,101,0.0,,,,,,,,,,,,,,
387,07/11/23 16:45:00,1,25.194,94.418,24.265,0.0,0.3,121,0.0,,,,,,,,,,,,,,
388,07/11/23 16:50:00,1,25.129,94.836,24.275,0.0,0.3,39,0.0,,,,,,,,,,,,,,
389,07/11/23 16:55:00,1,25.065,94.965,24.234,0.0,0.3,23,0.0,,,,,,,,,,,,,,
390,07/11/23 17:00:00,1,25.086,94.987,24.259,0.0,0.7,306,0.0,,,,,,,,,,,,,,
391,07/11/23 17:05:00,1,25.086,94.983,24.258,0.3,1.0,1,0.0,,,,,,,,,,,,,,
392,07/11/23 17:10:00,1,25.086,94.771,24.221,0.0,0.7,352,0.0,,,,,,,,,,,,,,
393,07/11/23 17:15:00,1,25.065,94.855,24.214,0.0,0.7,172,0.0,,,,,,,,,,,,,,
394,07/11/23 17:20:00,1,25.172,94.903,24.329,0.3,0.7,145,0.0,,,,,,,,,,,,,,
395,07/11/23 17:25:00,1,25.151,94.524,24.241,0.3,1.0,138,0.0,,,,,,,,,,,,,,
396,07/11/23 17:30:00,1,25.258,94.276,24.304,0.3,1.0,114,0.0,,,,,,,,,,,,,,
397,07/11/23 17:35:00,1,25.365,93.770,24.320,0.7,1.3,113,0.0,,,,,,,,,,,,,,
398,07/11/23 17:40:00,1,25.387,93.457,24.286,0.7,1.0,111,0.0,,,,,,,,,,,,,,
399,07/11/23 17:45:00,1,25.494,93.169,24.341,0.7,1.0,125,0.0,,,,,,,,,,,,,,
400,07/11/23 17:50:00,1,25.515,93.147,24.358,0.3,1.0,122,0.0,,,,,,,,,,,,,,
401,07/11/23 17:55:00,1,25.515,93.288,24.383,0.3,1.0,191,0.0,,,,,,,,,,,,,,
402,07/11/23 18:00:00,1,25.515,93.352,24.395,0.3,0.7,145,0.0,,,,,,,,,,,,,,
403,07/11/23 18:05:00,1,25.558,93.307,24.429,0.3,0.7,156,0.0,,,,,,,,,,,,,,
404,07/11/23 18:10:00,1,25.537,93.326,24.411,0.0,0.7,218,0.0,,,,,,,,,,,,,,
405,07/11/23 18:15:00,1,25.558,93.297,24.427,0.0,0.7,287,0.0,,,,,,,,,,,,,,
406,07/11/23 18:20:00,1,25.472,93.356,24.353,0.0,0.7,25,0.0,,,,,,,,,,,,,,
407,07/11/23 18:25:00,1,25.494,93.600,24.418,0.3,1.3,356,0.0,,,,,,,,,,,,,,
408,07/11/23 18:30:00,1,25.429,93.960,24.418,0.0,0.7,23,0.0,,,,,,,,,,,,,,
409,07/11/23 18:35:00,1,25.558,93.463,24.457,0.3,0.7,297,0.0,,,,,,,,,,,,,,
410,07/11/23 18:40:00,1,25.558,93.431,24.452,0.0,0.7,287,0.0,,,,,,,,,,,,,,
411,07/11/23 18:45:00,1,25.558,93.709,24.501,0.0,0.7,235,0.0,,,,,,,,,,,,,,
412,07/11/23 18:50:00,1,25.644,93.379,24.527,0.3,0.7,228,0.0,,,,,,,,,,,,,,
413,07/11/23 18:55:00,1,25.687,93.210,24.540,0.3,0.7,228,0.0,,,,,,,,,,,,,,
414,07/11/23 19:00:00,1,25.751,93.063,24.577,0.3,0.7,273,0.0,,,,,,,,,,,,,,
415,07/11/23 19:05:00,1,25.665,93.082,24.495,0.0,0.7,159,0.0,,,,,,,,,,,,,,
416,07/11/23 19:10:00,1,25.622,93.275,24.487,0.3,0.7,224,0.0,,,,,,,,,,,,,,
417,07/11/23 19:15:00,1,25.537,93.919,24.518,0.0,0.7,201,0.0,,,,,,,,,,,,,,
418,07/11/23 19:20:00,1,25.837,92.358,24.535,0.7,1.3,218,0.0,,,,,,,,,,,,,,
419,07/11/23 19:25:00,1,26.009,91.566,24.561,0.7,1.7,199,0.0,,,,,,,,,,,,,,
420,07/11/23 19:30:00,1,26.094,91.351,24.606,0.7,1.3,194,0.0,,,,,,,,,,,,,,
421,07/11/23 19:35:00,1,26.137,91.247,24.629,0.7,1.3,203,0.0,,,,,,,,,,,,,,
422,07/11/23 19:40:00,1,26.159,91.192,24.641,1.0,1.7,201,0.0,,,,,,,,,,,,,,
423,07/11/23 19:45:00,1,26.116,91.351,24.627,0.7,1.7,197,0.0,,,,,,,,,,,,,,
424,07/11/23 19:50:00,1,26.137,90.977,24.580,0.7,1.7,200,0.0,,,,,,,,,,,,,,
425,07/11/23 19:55:00,1,26.266,90.314,24.584,1.3,2.7,193,0.0,,,,,,,,,,,,,,
426,07/11/23 20:00:00,1,26.244,90.481,24.594,0.7,1.3,189,0.0,,,,,,,,,,,,,,
427,07/11/23 20:05:00,1,26.244,90.108,24.525,1.0,2.0,191,0.0,,,,,,,,,,,,,,
428,07/11/23 20:10:00,1,26.287,89.879,24.525,1.0,2.0,182,0.0,,,,,,,,,,,,,,
429,07/11/23 20:15:00,1,26.244,89.786,24.465,1.0,2.3,183,0.0,,,,,,,,,,,,,,
430,07/11/23 20:20:00,1,26.244,89.909,24.488,0.7,1.7,177,0.0,,,,,,,,,,,,,,
431,07/11/23 20:25:00,1,26.244,89.630,24.436,1.0,2.0,173,0.0,,,,,,,,,,,,,,
432,07/11/23 20:30:00,1,26.202,89.824,24.430,0.7,1.7,177,0.0,,,,,,,,,,,,,,
433,07/11/23 20:35:00,1,26.202,89.668,24.401,0.7,1.3,173,0.0,,,,,,,,,,,,,,
434,07/11/23 20:40:00,1,26.202,89.140,24.302,0.7,1.7,170,0.0,,,,,,,,,,,,,,
435,07/11/23 20:45:00,1,26.266,88.473,24.240,1.0,2.0,149,0.0,,,,,,,,,,,,,,
436,07/11/23 20:50:00,1,26.352,88.331,24.298,1.0,1.7,158,0.0,,,,,,,,,,,,,,
437,07/11/23 20:55:00,1,26.287,88.624,24.289,0.7,1.3,169,0.0,,,,,,,,,,,,,,
438,07/11/23 21:00:00,1,26.180,88.991,24.253,0.3,1.0,186,0.0,,,,,,,,,,,,,,
439,07/11/23 21:05:00,1,26.094,89.589,24.280,0.0,0.7,170,0.0,,,,,,,,,,,,,,
440,07/11/23 21:10:00,1,25.923,90.373,24.256,0.0,0.3,359,0.0,,,,,,,,,,,,,,
441,07/11/23 21:15:00,1,25.858,91.389,24.379,0.3,0.7,151,0.0,,,,,,,,,,,,,,
442,07/11/23 21:20:00,1,25.837,91.713,24.417,0.3,1.0,344,0.0,,,,,,,,,,,,,,
443,07/11/23 21:25:00,1,25.751,91.673,24.325,0.3,1.0,272,0.0,,,,,,,,,,,,,,
444,07/11/23 21:30:00,1,25.730,91.252,24.227,0.3,0.7,7,0.0,,,,,,,,,,,,,,
445,07/11/23 21:35:00,1,25.751,91.456,24.286,0.3,0.7,287,0.0,,,,,,,,,,,,,,
446,07/11/23 21:40:00,1,25.708,91.727,24.292,0.0,0.3,194,0.0,,,,,,,,,,,,,,
447,07/11/23 21:45:00,1,25.730,91.882,24.342,0.3,0.7,194,0.0,,,,,,,,,,,,,,
448,07/11/23 21:50:00,1,25.794,91.315,24.302,0.3,0.7,222,0.0,,,,,,,,,,,,,,
449,07/11/23 21:55:00,1,25.837,91.403,24.361,0.3,0.7,206,0.0,,,,,,,,,,,,,,
450,07/11/23 22:00:00,1,25.687,91.554,24.240,0.0,0.7,113,0.0,,,,,,,,,,,,,,
451,07/11/23 22:05:00,1,25.751,91.781,24.345,0.0,0.7,83,0.0,,,,,,,,,,,,,,
452,07/11/23 22:10:00,1,25.665,91.989,24.298,0.0,0.7,58,0.0,,,,,,,,,,,,,,
453,07/11/23 22:15:00,1,25.622,92.131,24.281,0.0,0.3,44,0.0,,,,,,,,,,,,,,
454,07/11/23 22:20:00,1,25.622,91.946,24.247,0.3,0.7,94,0.0,,,,,,,,,,,,,,
455,07/11/23 22:25:00,1,25.622,92.154,24.285,0.0,0.7,70,0.0,,,,,,,,,,,,,,
456,07/11/23 22:30:00,1,25.665,91.705,24.246,0.0,0.3,10,0.0,,,,,,,,,,,,,,
457,07/11/23 22:35:00,1,25.622,91.795,24.220,0.0,0.3,24,0.0,,,,,,,,,,,,,,
458,07/11/23 22:40:00,1,25.580,92.570,24.318,0.0,0.3,220,0.0,,,,,,,,,,,,,,
459,07/11/23 22:45:00,1,25.558,91.946,24.184,0.0,0.3,135,0.0,,,,,,,,,,,,,,
460,07/11/23 22:50:00,1,25.558,92.088,24.209,0.0,0.3,48,0.0,,,,,,,,,,,,,,
461,07/11/23 22:55:00,1,25.751,91.992,24.383,0.3,0.7,61,0.0,,,,,,,,,,,,,,
462,07/11/23 23:00:00,2,25.816,91.325,24.325,0.3,0.7,52,0.0,,,,,,,,,,,,,,
463,07/11/23 23:05:00,4,25.901,90.509,24.260,0.3,0.7,48,0.0,,,,,,,,,,,,,,
464,07/11/23 23:10:00,9,26.009,90.591,24.381,0.3,0.7,80,0.0,,,,,,,,,,,,,,
465,07/11/23 23:15:00,19,26.244,90.097,24.523,0.3,0.7,99,0.0,,,,,,,,,,,,,,
466,07/11/23 23:20:00,28,26.523,89.165,24.624,0.3,0.7,83,0.0,,,,,,,,,,,,,,
467,07/11/23 23:25:00,34,26.759,88.222,24.678,0.0,0.3,11,0.0,,,,,,,,,,,,,,
468,07/11/23 23:30:00,51,26.909,87.927,24.770,0.0,0.7,315,0.0,,,,,,,,,,,,,,
469,07/11/23 23:35:00,39,26.952,87.414,24.714,0.3,0.7,232,0.0,,,,,,,,,,,,,,
470,07/11/23 23:40:00,47,26.888,87.594,24.686,0.3,1.0,215,0.0,,,,,,,,,,,,,,
471,07/11/23 23:45:00,51,26.866,87.988,24.740,0.3,0.7,224,0.0,,,,,,,,,,,,,,
472,07/11/23 23:50:00,61,26.802,88.025,24.683,0.0,0.7,239,0.0,,,,,,,,,,,,,,
