,Mode,Indoor Temp,Indoor Humidity,Air Velocity,Globe Temperature,Outdoor Temp,Outdoor Humidity,Air Movement Preference,User Id,Condition
148,AC,25.7857256,73.1514,0.1,26.75,91.0,59.0,No Change,55.0,2.0
149,AC,24.61347865,57.8233537,0.03,25.6,83.0,73.0,More,4.0,2.0
150,AC,23.86768435,65.7074075,0.15,25.25,90.0,62.0,No Change,37.0,2.0
151,NV,26.5736992,73.05947499999999,0.05,27.4,82.0,76.0,More,1.0,16.0
152,AC,25.0134188,65.78278499999999,0.39,25.55,95.0,53.0,Less,34.0,4.0
153,NV,28.81309225,76.218905,0.06,29.85,91.55190343,56.0,More,31.0,17.0
154,NV,29.7720623,71.7059,0.13,30.35,92.0,55.0,More,60.0,17.0
155,NV,28.35708,73.904775,1.6,29.0,90.0,57.0,Less,30.0,19.0
156,NV,28.34041365,74.849875,0.07,29.2,91.0,58.0,More,30.0,17.0
157,AC,25.6632469,76.27038,0.44,26.25,90.0,58.0,More,56.0,3.0
158,AC,24.8467121,73.885195,0.04,25.7,91.0,59.0,No Change,28.0,1.0
159,NV,27.46960355,76.7434977,0.31,28.45,88.0,60.0,No Change,54.0,19.0
160,AC,25.7184444,61.3057957,0.09,25.95,91.0,56.0,More,18.0,2.0
161,AC,25.5269273,75.17724000000001,0.05,26.45,90.0,62.94535887,More,56.0,2.0
162,NV,27.98451805,80.74121305,0.19,28.8,87.28795519,66.0,No Change,11.0,17.0
163,NV,27.2297106,80.2595253,0.63,28.35,88.0,62.0,More,8.0,19.0
164,AC,25.54172325,68.92381499999999,0.1,26.6,89.0,61.0,More,7.0,2.0
165,AC,28.4079113,80.10766765,0.22,29.15,92.54747971,55.54747971,No Change,33.0,3.0
166,AC,25.4721317,69.6084829,0.71,25.9,87.0,64.05265162,Less,23.0,4.0
167,AC,25.89784765,78.6051322,0.68,26.9,90.0,61.0,No Change,29.0,4.0
168,AC,24.400237,72.452845,0.18,25.4,87.0,66.94115996,More,24.0,1.0
169,NV,28.5421238,77.79976500000001,0.03,29.65,91.0,58.0,Less,35.0,17.0
170,NV,27.28426425,77.54482999999999,0.08,28.1,90.0,57.89679308,More,27.0,16.0
171,AC,25.066245,64.676905,0.72,25.35,89.0,61.0,No Change,7.0,4.0
172,NV,29.32160185,75.236575,0.71,30.1,91.0,59.0,More,14.0,18.0
173,NV,29.16582205,75.45753500000001,0.95,30.0,91.0,58.0,More,40.0,19.0
174,NV,28.3573275,73.97078295,1.03,29.0,90.0,57.0,No Change,29.0,19.0
175,NV,26.7251539,74.8342,0.77,27.65,90.0,63.0,No Change,34.0,18.0
176,AC,23.89018825,65.62138999999999,0.06,25.25,90.0,62.0,More,38.0,2.0
177,NV,27.6887398,79.48061254999999,1.09,28.6,91.0,61.0,No Change,34.0,16.0
178,AC,25.5301969,66.84052,0.3,25.9,91.0,61.0,Less,46.0,3.0
179,AC,26.4143038,63.468410000000006,0.73,27.05,91.0,55.0,No Change,18.0,4.0
180,NV,26.48625645,74.276335,0.34,27.45,91.0,56.79489786,No Change,28.0,18.0
181,AC,24.61979865,69.36933,0.16,25.8,91.0,55.0,No Change,28.0,2.0
182,AC,24.94427,68.71313,0.06,25.85,89.0,61.0,No Change,10.0,1.0
183,AC,25.3176384,74.67751000000001,0.31,25.85,92.0,59.0,No Change,45.0,3.0
184,NV,28.10838415,67.471385,0.37,28.7,93.0,46.0,No Change,46.0,19.0
185,AC,23.61478235,66.9452071,0.12,24.9,89.0,64.0,No Change,48.0,1.0
186,NV,28.34517655,72.80569460000001,0.23,29.1,94.0,56.0,More,42.0,17.0
187,AC,24.88135335,69.51491544999999,0.2,26.05,83.0,73.0,No Change,2.0,1.0
188,AC,26.7131529,75.22815700000001,0.27,27.25,93.0,54.54611805,No Change,31.0,3.0
189,NV,28.65853345,67.14589000000001,0.69,29.45,93.0,47.0,Less,46.0,17.0
190,AC,25.5710974,71.02542,0.23,26.2,89.0,52.0,No Change,51.0,4.0
191,AC,24.69044305,69.27887,0.04,25.7,91.0,56.47476051,No Change,36.0,1.0
192,NV,29.34126855,74.28265999999999,0.25,29.95,92.0,56.0,No Change,31.0,19.0
193,AC,25.4624636,64.32089210000001,0.79,26.3,89.0,58.0,Less,50.0,4.0
194,NV,27.108918950000003,74.65289,0.03,27.9,82.0,74.0,More,2.0,16.0
195,AC,27.36964795,81.37462500000001,0.38,28.35,88.0,63.0,More,9.0,4.0
196,AC,25.0295553,71.98438999999999,0.05,26.25,92.0,56.0,More,34.0,1.0
197,NV,29.476764,74.0503044,0.18,30.1,92.0,56.0,No Change,32.0,19.0
198,AC,24.97546195,67.8532773,0.03,25.700000000000003,89.0,63.0,More,40.0,2.0
199,AC,25.6104712,60.81998,0.15,26.05,89.0,63.0,More,25.0,3.0
200,AC,25.5054302,76.210595,0.07,26.5,92.0,56.0,No Change,36.0,2.0
201,AC,24.6073215,61.33249475,0.17,25.75,90.0,55.0,Less,53.0,1.0
202,NV,28.1810989,67.2262777,0.09,28.8,93.0,46.0,No Change,47.0,19.0
203,NV,28.22226865,79.94888,0.56,29.1,91.0,60.0,No Change,24.0,19.0
204,NV,28.21487115,80.53101,0.09,29.1,88.0,66.0,More,8.0,16.0
205,NV,26.43474005,73.87907725,0.03,27.35,86.0,63.0,More,54.0,16.0
206,NV,29.8114805,71.02696499999999,0.15,30.5,92.0,54.0,No Change,57.0,17.0
207,AC,25.69550105,75.77646715,0.33,26.25,90.0,58.0,Less,59.0,3.0
208,NV,28.23171805,79.634805,0.79,29.200000000000003,90.0,60.0,No Change,23.0,19.0
209,AC,25.32947065,67.46198695000001,0.3,25.75,91.0,56.09573812,No Change,29.0,3.0
210,NV,27.07351905,79.363115,0.36,28.1,88.0,62.0,No Change,7.0,19.0
211,NV,27.70735,77.43589205,1.12,28.55,87.0,66.0,No Change,4.0,19.0
212,AC,25.83470155,77.227195,0.18,26.35,89.0,63.0,Less,55.0,4.0
213,NV,29.2580948,74.241235,0.03,30.0,90.0,59.0,More,18.0,16.0
214,NV,28.899021150000003,77.11800005,0.05,29.700000000000003,90.0,62.0,More,22.0,16.0
215,NV,29.28249265,75.3105,0.56,30.1,91.0,58.0,No Change,41.0,19.0
216,NV,29.8566381,75.98838275,0.14,30.45,93.0,56.0,More,42.0,16.0
217,NV,28.9411497,75.699615,0.7,29.65,89.3286939,58.83565305,No Change,16.0,19.0
218,AC,25.4909477,73.399675,0.35,25.9,88.0,61.38445218,No Change,42.0,3.0
219,NV,28.3461914,73.937405,0.54,29.3,92.0,55.0,No Change,57.0,19.0
220,NV,29.476764,74.0503044,0.18,30.1,92.0,56.0,No Change,36.0,19.0
221,AC,26.16298215,65.64681999999999,0.08,27.6,89.0,53.0,No Change,51.0,1.0
222,NV,26.755024,75.47792000000001,0.1,27.9,87.0,62.0,More,49.0,16.0
223,AC,24.37329,57.3987461,0.89,24.75,83.0,73.0,No Change,5.0,4.0
224,NV,28.6000843,77.07266,0.04,29.6,91.0,59.0,More,23.0,16.0
225,NV,28.18973275,78.43999500000001,0.75,29.1,91.0,58.0,Less,35.0,16.0
226,AC,25.33995055,69.89223785,1.02,25.75,91.0,60.0,Less,48.0,4.0
227,AC,24.2068288,67.79967500000001,0.06,25.25,87.0,66.0,More,23.0,1.0
228,NV,27.108918950000003,74.65289,0.03,27.9,82.0,74.0,More,3.0,16.0
229,NV,27.70260055,77.36929,0.56,28.5,87.0,66.0,More,5.0,19.0
230,AC,25.0258357,68.469595,0.15,25.8,89.0,63.0,More,39.0,2.0
231,AC,24.87424925,66.87863,0.02,25.55,90.0,64.0,More,48.0,2.0
232,AC,23.46528625,66.89520999999999,0.21,24.9,89.0,64.0,More,45.0,1.0
233,NV,29.8566381,75.98838275,0.14,30.45,93.0,56.0,More,40.0,16.0
234,NV,27.4584055,74.27718999999999,0.09,28.2,84.0,71.0,No Change,3.0,17.0
235,NV,27.6887398,79.48061254999999,1.09,28.6,91.0,61.0,Less,31.0,16.0
236,AC,25.198411,67.88993500000001,0.12,26.65,89.0,60.0,More,9.0,2.0
237,NV,25.57442,73.11616000000001,0.12,26.45,87.0,63.0,More,52.0,16.0
238,NV,28.47183115,66.45309,0.88,29.25,93.0,46.0,No Change,47.0,18.0
239,AC,25.6025772,66.32347,0.26,26.35,89.0,58.0,No Change,53.0,3.0
240,NV,28.34041365,74.849875,0.07,29.2,91.0,58.0,No Change,28.0,17.0
241,AC,24.8560788,66.926475,0.67,25.5,89.0,63.0,No Change,24.0,4.0
242,NV,27.14934825,75.17565,0.48,28.05,87.0,62.0,No Change,52.0,18.0
243,AC,25.706242,67.161445,0.1,26.15,91.0,57.0,More,16.0,1.0
244,NV,28.1159983,74.05206305,0.14,28.9,90.0,56.0,More,26.0,17.0
245,AC,25.4269428,61.8769284,0.08,25.8,91.0,56.0,More,15.0,2.0
246,NV,27.5875864,79.860165,0.23,28.7,91.0,59.0,More,19.0,17.0
247,NV,27.4584055,74.27718999999999,0.09,28.2,84.0,71.0,No Change,2.0,17.0
248,NV,28.21487115,80.53101,0.09,29.1,88.0,66.0,More,10.0,16.0
249,NV,27.4778919,75.31259,0.34,28.25,86.0,68.0,No Change,6.0,17.0
250,AC,25.05597705,75.97229,0.08,25.9,91.0,58.0,No Change,26.0,1.0
251,NV,29.81506415,70.893145,0.27,30.5,92.0,53.98572117,More,59.0,17.0
252,NV,28.07866765,73.87162755,1.03,28.85,90.0,56.0,Less,27.0,19.0
253,NV,28.91536045,77.2558899,0.07,29.65,90.0,62.0,More,19.0,16.0
254,NV,27.54382515,75.882295,0.44,28.4,86.40827744,67.0,More,5.0,17.0
255,AC,25.67185,77.70697295,0.25,26.25,89.0,63.0,No Change,57.0,4.0
256,AC,25.82350215,73.0244429,0.3,26.4,90.0,60.0,More,55.0,3.0
257,NV,27.5859369,76.22223275,0.58,28.55,88.82535889,59.0,No Change,53.0,19.0
258,AC,25.57991885,66.15097895,0.09,26.15,91.0,57.0,No Change,18.0,1.0
259,AC,24.90279865,68.55191805000001,0.16,26.4,89.0,62.0,More,39.0,1.0
260,AC,25.7988139,63.931682,0.07,26.85,89.0,57.0,No Change,50.0,2.0
261,AC,25.5228548,81.233565,0.39,26.1,95.0,51.0,No Change,31.0,4.0
262,AC,25.42826365,67.9406524,0.38,25.85,91.0,57.09444568,No Change,26.0,3.0
263,AC,25.81166355,72.13758,0.04,26.950000000000003,83.0,73.0,Less,2.0,2.0
264,AC,24.57584655,57.65394135,0.04,25.6,83.0,73.0,More,5.0,2.0
265,AC,24.61347865,57.8233537,0.03,25.6,83.0,73.0,More,6.0,2.0
266,NV,29.79211235,71.031425,0.8,30.45,92.0,54.0,No Change,59.0,18.0
267,AC,24.87618635,69.1668231,0.14,26.05,83.0,73.0,More,5.0,1.0
268,AC,25.17013435,72.73873499999999,0.18,26.450000000000003,92.0,56.0,More,34.0,2.0
269,NV,27.81130785,78.54907765,0.65,28.75,88.0,66.0,No Change,1.0,18.0
270,AC,24.6059084,61.2483838,0.12,25.75,90.0,55.0,More,54.0,1.0
271,NV,26.7251539,74.8342,0.77,27.65,90.0,63.0,No Change,33.0,18.0
