"Title Comment",""
"Model","LR8515"
"Serial No.","180345475"
"Identify Name","180345475"
"Recording Interval[s]","+6.000000000E+01"
"Trigger Time","2023/09/28 19:10:22.000"

"Channel","Input Type","Range","Scaling Settings","Scaling Conversion Ratio","Scaling Offset"
"CH1-1","Thermocouple","1000C","OFF","",""

"Time","CH1-1[C]"
"2023/09/29 01:49:22.000","+2.88000E+01"
"2023/09/29 01:50:22.000","+2.88000E+01"
"2023/09/29 01:51:22.000","+2.88000E+01"
"2023/09/29 01:52:22.000","+2.88000E+01"
"2023/09/29 01:53:22.000","+2.88000E+01"
"2023/09/29 01:54:22.000","+2.88000E+01"
"2023/09/29 01:55:22.000","+2.88000E+01"
"2023/09/29 01:56:22.000","+2.88000E+01"
"2023/09/29 01:57:22.000","+2.88000E+01"
"2023/09/29 01:58:22.000","+2.88000E+01"
"2023/09/29 01:59:22.000","+2.88000E+01"
"2023/09/29 02:00:22.000","+2.88000E+01"
"2023/09/29 02:01:22.000","+2.88000E+01"
"2023/09/29 02:02:22.000","+2.88000E+01"
"2023/09/29 02:03:22.000","+2.88000E+01"
"2023/09/29 02:04:22.000","+2.88000E+01"
"2023/09/29 02:05:22.000","+2.87000E+01"
"2023/09/29 02:06:22.000","+2.88000E+01"
"2023/09/29 02:07:22.000","+2.88000E+01"
"2023/09/29 02:08:22.000","+2.88000E+01"
"2023/09/29 02:09:22.000","+2.87000E+01"
"2023/09/29 02:10:22.000","+2.88000E+01"
"2023/09/29 02:11:22.000","+2.87000E+01"
"2023/09/29 02:12:22.000","+2.88000E+01"
"2023/09/29 02:13:22.000","+2.88000E+01"
"2023/09/29 02:14:22.000","+2.88000E+01"
"2023/09/29 02:15:22.000","+2.88000E+01"
"2023/09/29 02:16:22.000","+2.88000E+01"
"2023/09/29 02:17:22.000","+2.88000E+01"
"2023/09/29 02:18:22.000","+2.88000E+01"
"2023/09/29 02:19:22.000","+2.88000E+01"
"2023/09/29 02:20:22.000","+2.87000E+01"
"2023/09/29 02:21:22.000","+2.88000E+01"
"2023/09/29 02:22:22.000","+2.88000E+01"
"2023/09/29 02:23:22.000","+2.88000E+01"
"2023/09/29 02:24:22.000","+2.88000E+01"
"2023/09/29 02:25:22.000","+2.88000E+01"
"2023/09/29 02:26:22.000","+2.88000E+01"
"2023/09/29 02:27:22.000","+2.87000E+01"
"2023/09/29 02:28:22.000","+2.88000E+01"
"2023/09/29 02:29:22.000","+2.88000E+01"
"2023/09/29 02:30:22.000","+2.88000E+01"
"2023/09/29 02:31:22.000","+2.87000E+01"
"2023/09/29 02:32:22.000","+2.88000E+01"
"2023/09/29 02:33:22.000","+2.88000E+01"
"2023/09/29 02:34:22.000","+2.88000E+01"
"2023/09/29 02:35:22.000","+2.88000E+01"
"2023/09/29 02:36:22.000","+2.87000E+01"
"2023/09/29 02:37:22.000","+2.88000E+01"
"2023/09/29 02:38:22.000","+2.88000E+01"
"2023/09/29 02:39:22.000","+2.88000E+01"
"2023/09/29 02:40:22.000","+2.88000E+01"
"2023/09/29 02:41:22.000","+2.88000E+01"
"2023/09/29 02:42:22.000","+2.87000E+01"
"2023/09/29 02:43:22.000","+2.87000E+01"
"2023/09/29 02:44:22.000","+2.88000E+01"
"2023/09/29 02:45:22.000","+2.87000E+01"
"2023/09/29 02:46:22.000","+2.88000E+01"
"2023/09/29 02:47:22.000","+2.88000E+01"
"2023/09/29 02:48:22.000","+2.88000E+01"
"2023/09/29 02:49:22.000","+2.88000E+01"
"2023/09/29 02:50:22.000","+2.88000E+01"
"2023/09/29 02:51:22.000","+2.87000E+01"
"2023/09/29 02:52:22.000","+2.88000E+01"
"2023/09/29 02:53:22.000","+2.87000E+01"
"2023/09/29 02:54:22.000","+2.88000E+01"
"2023/09/29 02:55:22.000","+2.88000E+01"
"2023/09/29 02:56:22.000","+2.88000E+01"
"2023/09/29 02:57:22.000","+2.88000E+01"
"2023/09/29 02:58:22.000","+2.87000E+01"
"2023/09/29 02:59:22.000","+2.87000E+01"
"2023/09/29 03:00:22.000","+2.88000E+01"
"2023/09/29 03:01:22.000","+2.88000E+01"
"2023/09/29 03:02:22.000","+2.87000E+01"
"2023/09/29 03:03:22.000","+2.87000E+01"
"2023/09/29 03:04:22.000","+2.87000E+01"
"2023/09/29 03:05:22.000","+2.87000E+01"
"2023/09/29 03:06:22.000","+2.88000E+01"
"2023/09/29 03:07:22.000","+2.87000E+01"
"2023/09/29 03:08:22.000","+2.87000E+01"
"2023/09/29 03:09:22.000","+2.87000E+01"
"2023/09/29 03:10:22.000","+2.87000E+01"
"2023/09/29 03:11:22.000","+2.87000E+01"
"2023/09/29 03:12:22.000","+2.88000E+01"
"2023/09/29 03:13:22.000","+2.88000E+01"
"2023/09/29 03:14:22.000","+2.88000E+01"
"2023/09/29 03:15:22.000","+2.88000E+01"
"2023/09/29 03:16:22.000","+2.87000E+01"
"2023/09/29 03:17:22.000","+2.87000E+01"
"2023/09/29 03:18:22.000","+2.88000E+01"
"2023/09/29 03:19:22.000","+2.87000E+01"
"2023/09/29 03:20:22.000","+2.88000E+01"
"2023/09/29 03:21:22.000","+2.88000E+01"
"2023/09/29 03:22:22.000","+2.87000E+01"
"2023/09/29 03:23:22.000","+2.87000E+01"
"2023/09/29 03:24:22.000","+2.87000E+01"
"2023/09/29 03:25:22.000","+2.88000E+01"
"2023/09/29 03:26:22.000","+2.88000E+01"
"2023/09/29 03:27:22.000","+2.88000E+01"
